Title,Abstract,StoreId,ArticleType,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
GEN. GRANT'S OFFICIAL REPORT OF THE BATTLE AT PITTSBURGH,"ficial report of the great battle in Southern Tennessee. It is given to the public ten days after the close of the fight not a very long time, but long enough to have engendered the most painful popular rumors, and induced a state of suspense in regard to the reality of our triumph which has had very depressing results. It is dated on the 9th, two days after the battle, and might certainly have been transmitted to the Press a weep ago. This report",91736851,Historical Newspapers," Copyright New York Times Company Apr 17, 1862"," 78685934-1 , 1445928 , 113715", article," Apr 17, 1862",0362-4331, English, English, 4," New York, N.Y.","Apr 17, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91736851?accountid=13567, 4,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=GEN.+GRANT%27S+OFFICIAL+REPORT+OF+THE+BATTLE+AT+PITTSBURGH&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
FURTHER DETAILS OF THE BATTLE.,,91667963,Historical Newspapers," Copyright New York Times Company Apr 15, 1862"," 105195716-1 , 1594337 , 113715", front_page," Apr 15, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 15, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91667963?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=FURTHER+DETAILS+OF+THE+BATTLE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
Front Page 1 -- No Title,"A special dispatch to the Journal, from Cairo, says that BEAUREGARD called a council of war of all the best rebel Generals before the battle of Pittsburgh. There were present Pillow, Floyd, Breckinridge, Hardee, Bragg, Cheatham, Sidney Johnson, Bushrod Johnson, the rebel Provisional Governor of Kentucky and a few other Generals. The following policy was fixed on: If they beat us they would follow us and drive us North as far as possible. If beaten they would withdraw their forces and make a desperate stand in the Gulf States. VAN DORN did not reach Corinth until the fight was over.",91662865,Historical Newspapers," Copyright New York Times Company Apr 15, 1862"," 105195718 , 1594337 , 113715", front_page," Apr 15, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 15, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91662865?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=Front+Page+1+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
"THE REBEL CONGRESS ON THE BATTLE, AND ON THE FALL OF JOHNSTON.","In the rebel House at Richmond, on Monday last, 7th inst., the ""great victory"" was announced and the following resolutions introduced:",91619390,Historical Newspapers," Copyright New York Times Company Apr 15, 1862"," 105195708-1 , 1594337 , 113715", front_page," Apr 15, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 15, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91619390?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+REBEL+CONGRESS+ON+THE+BATTLE%2C+AND+ON+THE+FALL+OF+JOHNSTON.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
IMPORTANT FROM THE SOUTH.,"UNOFFICIAL LETTER OF GEN. ALBERT SIDNEY JOHNSTON TO GEN. JEFF. DAVIS. In the rebel Congress, on the 7th, Mr. BARKS DALE, of Mississippi, read a letter from Gen. A. S. JOHNSTON to JEFF. DAVIS, vindicating himself for his conduct of affairs in the Southwest. It is as follows, so far as published :",91677115,Historical Newspapers," Copyright New York Times Company Apr 15, 1862"," 105195709-1 , 1594337 , 113715", front_page," Apr 15, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 15, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91677115?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=IMPORTANT+FROM+THE+SOUTH.%3A+GEN.+JOHNSTON%27S+EXPOSE+OF+THE+CAMPAIGN+IN+THE+SOUTHWEST.+THE+REBEL+CONGRESS+AND+THE+REBEL+PRESS+ON+JOHNSTON%27S+DEATH.+OPERATIONS+OF+GEN.+BURNSIDE.+THE+REBELS+STILL+BOASTING.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
PITTSBURGH LANDING BATTLE.,,91660148,Historical Newspapers," Copyright New York Times Company Apr 15, 1862"," 105195714 , 1594337 , 113715", front_page," Apr 15, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 15, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91660148?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=PITTSBURGH+LANDING+BATTLE.%3A+DISPATCH+FROM+GEN.+BEAUREGARD+CLAIMING+A+VICTORY+ON+THE+SECOND+DAY.+ADDITIONAL+INTERESTING+PARTICULARS.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
NEWS FROM WASHINGTON,"SCARCITY OF NEWS. Washington seldom originates much news on a Sunday, Bull Runs being scarce in this country. We have had no occasion for a Cabinet meeting. To-day, Senators and Representatives have regaled themselves by attending church, visiting Manassas, writing letters, franking documents to their friends and constituents, and discussing military men in general and McCLELLAN in particular.",91691411,Historical Newspapers," Copyright New York Times Company Apr 14, 1862"," 78685644-1 , 1445926 , 113715", front_page," Apr 14, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 14, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91691411?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=NEWS+FROM+WASHINGTON%3A+PROBABLE+ACTION+OF+THE+PRESIDENT+ON+THE+DISTRICT+EMANCIPATION+BILL.THE+NEW+ARRANGEMENT+OF+MILITARY+DEPARTMENTS+UNSATISFACTORY.NO+OFFICAL+REPORTS+OF+THE+BATTLEOF+PITTSBURGH+LANDING%2CCAUSES+OF+THE+DELAY.THE+REPORTED+DEATH+OF+GEN.+BEAUREGARD.REBEL+ATROCITIES+AT+BULL+RUN+AND+PEA+RIDGE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-14&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE BATTLE OF PITTSBURGH.,"The above diagram shows clearly the positions held by our army, and by the rebels, previous to and at the time of the battle at Pittsburgh, on Sunday and Monday last exhibits also the relation of Pittsburgh to Corinth, Florence and Purdy, and to the line of railroad running north and south, and that running east and west.",91669623,Historical Newspapers," Copyright New York Times Company Apr 14, 1862"," 78685721 , 1445926 , 113715", article," Apr 14, 1862",0362-4331, English, English, 8," New York, N.Y.","Apr 14, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91669623?accountid=13567, 8,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+BATTLE+OF+PITTSBURGH.%3A+LOCALITY+OF+THE+BATTLE-GROUND+IN+SOUTHERN+TENNESSEE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-14&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE SECOND DAY'S FIGHT.,"During all the horrors of last night, the steamers lying at this point, which were not too heavily laden with stores or too much filled with the wounded, were engaged in ferrying the troops belonging to NELSON'S Division from the opposite shore.",91670598,Historical Newspapers," Copyright New York Times Company Apr 14, 1862"," 78685723 , 1445926 , 113715", article," Apr 14, 1862",0362-4331, English, English, 8," New York, N.Y.","Apr 14, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91670598?accountid=13567, 8,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+SECOND+DAY%27S+FIGHT.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-14&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
"WOUNDED AND PRISONERS FROM PITTSBURGH, ETC.","The steamer Minnehaha arrived here to-day with about 240 wounded from Pittsburgh Landing, whereof one-fourth are rebels.",91679847,Historical Newspapers," Copyright New York Times Company Apr 14, 1862"," 78685724 , 1445926 , 113715", article," Apr 14, 1862",0362-4331, English, English, 8," New York, N.Y.","Apr 14, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91679847?accountid=13567, 8,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=WOUNDED+AND+PRISONERS+FROM+PITTSBURGH%2C+ETC.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-14&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
"DETAILED ACCOUNT OF THE BATTLE,","In my last letter I stated that I did not believe that any battle would take place for the next ten days between our forces and the rebel troops which were concentrated at Corinth. I was led to this belief by the opinion current among our officers, that the enemy would intrench themselves and await an attack",91688326,Historical Newspapers," Copyright New York Times Company Apr 14, 1862"," 78685722-1 , 1445926 , 113715", article," Apr 14, 1862",0362-4331, English, English, 8," New York, N.Y.","Apr 14, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91688326?accountid=13567, 8,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=DETAILED+ACCOUNT+OF+THE+BATTLE%2C&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-14&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
DETAILED ACCOUNT OF THE BATTLE.,"In my last letter I stated that I did not believe that any battle would take place for the next ten days between our forces and the rebel troops which were concentrated at Corinth. I was led to this belief by the opinion current among our officers, that the enemy",91728621,Historical Newspapers," Copyright New York Times Company Apr 13, 1862"," 78685548-1 , 1445925 , 113715", front_page," Apr 13, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 13, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91728621?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=DETAILED+ACCOUNT+OF+THE+BATTLE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE SECOND DAY'S FIGHT.,"During all the horrors of last night, the steamers lying at this point, which were not too heavily laden with stores or too much filled with the wounded, were engaged in ferrying the troops belonging to NELSON'S Division from the opposite shore. Every. load was greeted with cheers from those on shore, and returned hastily by those who had so opportunely arrived to take part in the battle of to-day.",91731098,Historical Newspapers," Copyright New York Times Company Apr 13, 1862"," 78685549 , 1445925 , 113715", front_page," Apr 13, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 13, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91731098?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+SECOND+DAY%27S+FIGHT.%3A+THE+WAR+IN+THE+SOUTHWEST.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE PITTSBURGH LANDING BATTLE,"The Gazette's, Pittsburgh, Tenn., correspondent says the sum and sumstance of the battle is: On Sunday we were pushed from disaster to disas ter till we lost every division camp we had, and were driven within half a mile of the landing, when the approach of night, the timely aid of the gunboats, the tremendous efforts of our artillarists, and BUELL'S approach saved us.",91734878,Historical Newspapers," Copyright New York Times Company Apr 13, 1862"," 78685547 , 1445925 , 113715", front_page," Apr 13, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 13, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91734878?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+PITTSBURGH+LANDING+BATTLE%3A+LATEST+TELEGRAPHIC+DISPATCHES.+ACCOUNTS+RECEIVED+IN+CINCINNATI.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE WAR IN THE SOUTHWEST.,"The Secretary of War has received information that Huntsville, Ala., was occupied yesterday by Gen. MITCHELL, without much resistance. Two hundred prisoners were taken; also fifteen locomotives and a large amount of rolling stock.",91721756,Historical Newspapers," Copyright New York Times Company Apr 13, 1862"," 78685544-1 , 1445925 , 113715", front_page," Apr 13, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 13, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91721756?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+WAR+IN+THE+SOUTHWEST.%3A+GEN.+MITCHELL%27S+DIVISION+AT+HUNTSVILLE%2C+ALA.+THE+LINE+OF+THE+CHARLESTON+AND+MEMPHIS+RAILROAD+IN+OUR+POSSESSION.+TWO+HUNDRED+PRISONERS+AND+FIFTEEN+LOCOMOTIVES+CAPTURED.+FURTHER+DETAILS+OF+THE+GREAT+BATTLE+AT+PITTSBURGH+LANDING.+OUR+LOSS+IN+KILLED+AND+WOUNDED+TEN+THOUSAND+THAT+OF+THE+REBELS+FIFTEEN+THOUSAND.+REBEL+REPORTS+OF+THE+FIRST+DAY%27S+FIGHT.+A+BULLETIN+FROM+BEAUREGARD.+MORE+VALUABLE+SPOILS+DISCOVERED+AT+ISLAND+NUMBER+TEN.+OCCUPATION+OF+HUNTSVILLE%2C+ALA.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE OFFICIAL ACCOUNTS OF PITTSBURGH BATTLE EXPECTED SOON.,"The telegraph line to Savanna, Tenn., was completed last Tuesday, but it has been broken and carried away, so that communication is not now perfect. The Department, up to 10 o'clock to-night, raceived no further information from Pittsburgh Landing than has already appeared in the newspapers.",91725523,Historical Newspapers," Copyright New York Times Company Apr 13, 1862"," 78685616-1 , 1445925 , 113715", article," Apr 13, 1862",0362-4331, English, English, 8," New York, N.Y.","Apr 13, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91725523?accountid=13567, 8,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+OFFICIAL+ACCOUNTS+OF+PITTSBURGH+BATTLE+EXPECTED+SOON.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
THE BATTLE OF PITTSBURGH,"The latest and most authenic intelligence received from Pittsburgh Landing estimates our loss at seven thousand, including two thousand men who were taken prisoners by the enemy.",91723166,Historical Newspapers," Copyright New York Times Company Apr 12, 1862"," 78685323-1 , 1445924 , 113715", front_page," Apr 12, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 12, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91723166?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=THE+BATTLE+OF+PITTSBURGH%3A+OUR+LOSS+SEVEN+THOUSAND%2C+INCLUDING+TWO+THOUSAND+TAKEN+PRISONERS.+TERRIBLE+AND+DISASTROUS+DEFEAT+OF+THE+REBELS.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-12&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
NEWS FROM WASHINGTON.,"The Secretary of War makes public acknowledgment to the Governors of Massachusetts, Indiana and Ohio, and the Board of Trade of Pittsburgh, Penn., for their prompt offers of assistance for the relief of the officers and soldiers wounded in the late great battle on Tennessee River. Their offers have been accepted. It is understood that simliarly humane and patriotic service has been rendered by other city and State authorities, and which have not been reported to the Department, but are thankfully acknowledged.",91728668,Historical Newspapers," Copyright New York Times Company Apr 12, 1862"," 78685331-1 , 1445924 , 113715", front_page," Apr 12, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 12, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91728668?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=NEWS+FROM+WASHINGTON.%3A+BULLETIN+FROM+THE+WAR+DEPARTMENT.+ACKNOWLEDGMENT+OF+OFFERS+OF+ASSISTANCE+FOR+THE+WOUNDED+IN+THE+GREAT+BATTLE.THE+BILL+ABOLISHING+SLAVERY+IN+THE+DISTRICT+OF+COLUMBIA+PASSED+IN+THE+HOUSE.+DEBATE+ON+THE+CONFISCATION+BILL+IN+THE+SENATE.+WAR+BULLETIN.+WAR+DEPARTMENT.+EDWIN+M.+STANTON%2C+SECRETARY+OF+WAR+NEWS+FROM+MANASSAS.+NOMINATIONS+BEFORE+THE+SENATE.+PAY%2C+BOUNTY+AND+PENSIONS.+DEPARTMENT+OF+AGRICULTURE+THE+JUDICIARY.+LORD+LYONS.+GEN.+ROSECHANS.+SECRETARY+CHASE+ABSENT.+TRANSPORTS+TO+BE+DISCHARGED.+CASSIUS+M.+CLAY+CONFIRMED+AS+A+MAJOR-GENERAL+COL.+PATTERSON+A+BRIGADIER+ORDERS+TO+ACTING+MASTERS+THE+FEMALE+REBELS.+CALIFORNIA+MATTERS.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-12&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
ACCOUNTS RECEIVED IN CAIRO.,"An arrival from Pittsburgh Landing says that the rebels, in making the attack on Sunday morning, carried the Stars and Stripes, and wore the Federal uniform.",91713061,Historical Newspapers," Copyright New York Times Company Apr 11, 1862"," 78684826 , 1445922 , 113715", front_page," Apr 11, 1862",0362-4331, English, English, 1," New York, N.Y.","Apr 11, 1862",New York Times (1857-1922),1862,http://search.proquest.com/docview/91713061?accountid=13567, 1,http://openurl.lib.rochester.edu/find?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpnewyorktimeswindex&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times+%281857-1922%29&amp;rft.atitle=ACCOUNTS+RECEIVED+IN+CAIRO.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1862-04-11&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times+%281857-1922%29&amp;rft.issn=03624331,ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)
